func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
MASCULINO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1524,38;NAO
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;5107,55;SIM
FEMININO;26;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1014,23;NAO
FEMININO;38;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Comércio;0;10250,49;SIM
MASCULINO;56;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1666,19;SIM
MASCULINO;28;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Comércio;0;1150;NAO
MASCULINO;28;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;ATE 4;Comércio;44;1046,5;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 50 A 99;Construçao civil;44;1020;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1765,96;SIM
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1057,32;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 50 A 99;Serviços;44;1696,17;SIM
MASCULINO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;1000 OU MAIS;Agricultura;44;1175,2;NAO
FEMININO;48;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1807,49;SIM
MASCULINO;30;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1146,55;NAO
MASCULINO;20;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 50 A 99;Indústria;44;1342,31;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 500 A 999;Serviços;44;1287,66;NAO
MASCULINO;30;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1100;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;44;1020;NAO
MASCULINO;33;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1674,22;SIM
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;997,99;NAO
MASCULINO;36;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;1342,46;NAO
MASCULINO;46;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;1609,44;NAO
MASCULINO;57;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;3569,31;SIM
FEMININO;20;SEM INFO;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;774,02;NAO
MASCULINO;28;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1658,81;SIM
MASCULINO;36;SEM INFO;MEDIO COMPLETO;CE;NAO;ATE 4;Indústria;44;1439,75;SIM
MASCULINO;55;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;44;1810,99;NAO
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;3830,07;SIM
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;36;1306,6;SIM
MASCULINO;49;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Construçao civil;44;1730,77;NAO
MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;1288;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1246,79;NAO
MASCULINO;31;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Comércio;44;4086,6;NAO
MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;44;3470,87;SIM
FEMININO;27;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 10 A 19;Serviços;22;1699,2;NAO
FEMININO;23;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1108,84;NAO
FEMININO;30;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1976,14;NAO
FEMININO;23;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1438,94;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1045,09;NAO
FEMININO;21;SEM INFO;MEDIO COMPLETO;PI;NAO;ATE 4;Serviços;44;997,99;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 50 A 99;Serviços;44;1101,53;NAO
MASCULINO;57;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;954;NAO
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;PB;NAO;DE 20 A 49;Serviços;12;1007,4;SIM
MASCULINO;28;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1746,52;SIM
MASCULINO;27;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Comércio;44;3171,33;NAO
FEMININO;26;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1054,12;NAO
FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1007,26;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;38;1505,34;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1300;NAO
MASCULINO;18;SEM INFO;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;36;1014,63;NAO
MASCULINO;34;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1654,09;NAO
FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1290,78;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;1513,85;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1705,84;SIM
MASCULINO;23;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 50 A 99;Serviços;44;1129,69;NAO
MASCULINO;58;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;1000 OU MAIS;Serviços;41;1649,88;SIM
MASCULINO;26;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1026,76;NAO
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;2963,48;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1770,33;NAO
FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;36;971,7;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1174,72;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;998;NAO
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1121,65;NAO
MASCULINO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1497;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Indústria;44;1582,72;SIM
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Serviços;44;1778,4;NAO
FEMININO;32;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Comércio;44;1188,32;NAO
MASCULINO;38;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1118;NAO
FEMININO;33;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;1031,33;NAO
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;36;2028,7;SIM
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1150,8;NAO
MASCULINO;35;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;998;NAO
MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1291,83;NAO
MASCULINO;32;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;3856,03;SIM
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1830,67;SIM
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;3590,45;SIM
MASCULINO;60;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Construçao civil;44;3394,5;NAO
FEMININO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1089,07;NAO
FEMININO;40;SEM INFO;SUPERIOR_INCOMPLETO;PE;NAO;ATE 4;Comércio;44;4193,35;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Construçao civil;44;1428,37;NAO
MASCULINO;37;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;1933,07;NAO
FEMININO;39;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1085,22;NAO
FEMININO;21;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1039,99;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1358,5;NAO
FEMININO;56;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Indústria;44;1581,13;SIM
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;21;1767,03;SIM
FEMININO;43;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1913,66;SIM
FEMININO;34;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 500 A 999;Serviços;42;1002,04;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;ATE 4;Comércio;44;1424,35;SIM
FEMININO;34;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1509,19;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1204,35;NAO
FEMININO;34;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;DE 100 A 249;Serviços;36;1366,43;NAO
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Construçao civil;44;1069,1;NAO
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1100;NAO
MASCULINO;30;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Comércio;44;1817,88;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1286,89;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Indústria;44;1387,2;NAO
FEMININO;49;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;36;1673,04;NAO
FEMININO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;SIM;DE 20 A 49;Serviços;44;3349,08;SIM
MASCULINO;56;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;2501,31;SIM
FEMININO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;SIM;DE 20 A 49;Administraçao pública;40;5252,03;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1082,8;NAO
MASCULINO;44;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1307,96;NAO
FEMININO;22;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1110,53;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;44;1134,71;NAO
MASCULINO;38;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 10 A 19;Agricultura;44;997,99;NAO
FEMININO;45;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 5 A 9;Serviços;44;841,01;SIM
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;4339,9;SIM
MASCULINO;53;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;6;2407,68;NAO
MASCULINO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;910,93;NAO
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Indústria;44;1829,76;SIM
MASCULINO;38;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1097,26;NAO
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 10 A 19;Comércio;40;3079,1;SIM
MASCULINO;36;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;DE 250 A 499;Agricultura;44;778,38;NAO
MASCULINO;35;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 50 A 99;Comércio;43;1326,43;NAO
MASCULINO;28;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Construçao civil;44;996,67;NAO
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;1049,04;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Construçao civil;44;1693,32;NAO
FEMININO;45;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;0;1092,88;SIM
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;3690,83;SIM
MASCULINO;56;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 20 A 49;Agricultura;0;1200,6;NAO
FEMININO;35;SEM INFO;SUPERIOR_COMPLETO;RN;NAO;ATE 4;Serviços;44;2046,05;SIM
FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;3031,62;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;930,67;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1513,45;NAO
MASCULINO;39;AMARELA-BRANCA;MEDIO COMPLETO;PE;SIM;DE 5 A 9;Serviços;44;1173;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1819,7;SIM
MASCULINO;26;SEM INFO;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;1567,57;NAO
FEMININO;20;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;22;624;NAO
MASCULINO;33;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Agricultura;44;1152,58;NAO
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Comércio;44;3476,69;SIM
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;1638,72;SIM
MASCULINO;49;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1593,75;NAO
MASCULINO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 250 A 499;Serviços;40;1861,74;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1139,03;NAO
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;ATE 4;Serviços;44;420,22;NAO
MASCULINO;21;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;1024,3;NAO
FEMININO;24;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;8;1130,12;NAO
MASCULINO;20;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1007,58;NAO
MASCULINO;44;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;30;1049,32;NAO
MASCULINO;51;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Construçao civil;44;1406,47;NAO
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;0;1315,55;NAO
FEMININO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;26;1298,72;SIM
FEMININO;56;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;43;1066;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1859,54;NAO
FEMININO;60;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;40;12851,14;SIM
MASCULINO;30;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Indústria;44;4145,66;NAO
FEMININO;22;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Indústria;22;499;NAO
MASCULINO;52;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;3525,63;SIM
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 250 A 499;Serviços;40;4648,11;SIM
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;2397,48;SIM
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 500 A 999;Comércio;44;1054;NAO
MASCULINO;37;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;4204,84;SIM
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1498,31;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1784,61;SIM
FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;ATE 4;Comércio;44;1684,14;SIM
MASCULINO;33;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1757,06;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;998;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1211,9;NAO
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Indústria;44;1739,53;SIM
FEMININO;27;SEM INFO;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1546,8;SIM
MASCULINO;42;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 20 A 49;Comércio;1;1114,68;SIM
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;2379,98;SIM
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1905,27;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1382,38;NAO
FEMININO;48;PRETA-PARDA;SUPERIOR_INCOMPLETO;SE;NAO;DE 20 A 49;Comércio;44;2555,33;SIM
MASCULINO;30;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1047,87;NAO
FEMININO;27;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1626,62;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1020;NAO
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1090,36;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;20;499;NAO
MASCULINO;39;SEM INFO;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 20 A 49;Construçao civil;44;1615,23;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;39;1251,13;NAO
FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Serviços;44;1062,09;NAO
MASCULINO;52;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;DE 10 A 19;Construçao civil;40;1316,65;NAO
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;10;2940,23;SIM
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;ATE 4;Serviços;44;1629,62;SIM
FEMININO;33;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1558,25;SIM
FEMININO;40;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Indústria;44;1017,45;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Agricultura;44;1197,6;NAO
FEMININO;35;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;14;658,16;NAO
MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Agricultura;44;1029,6;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Comércio;44;1131,3;NAO
MASCULINO;26;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1497;NAO
FEMININO;49;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1033,99;NAO
MASCULINO;34;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1233;NAO
MASCULINO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Comércio;40;1086,72;NAO
FEMININO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 500 A 999;Serviços;36;1965,25;SIM
MASCULINO;42;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;3017,55;NAO
MASCULINO;75;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;ATE 4;Comércio;44;1868,07;SIM
FEMININO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1972,58;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;RN;SIM;DE 5 A 9;Serviços;44;1081,31;NAO
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1659,38;SIM
MASCULINO;25;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;36;1006,24;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1573,07;SIM
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1040;NAO
MASCULINO;19;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;1000 OU MAIS;Agricultura;44;403,54;NAO
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1149,99;NAO
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1421,57;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Comércio;0;834,58;NAO
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Comércio;30;3387,97;NAO
MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;PB;NAO;DE 50 A 99;Comércio;43;1161,98;NAO
MASCULINO;40;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Construçao civil;44;1360;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2155,72;SIM
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1150;NAO
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1208,56;NAO
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1441,47;NAO
MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2321,42;SIM
FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;40;942,78;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;0;3595,3;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1087;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1935,83;SIM
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Comércio;44;1089,99;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1036,55;NAO
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;44;2746,12;SIM
